timestamp,open,high,low,close,volume
2026-09-08T13:30:00Z,335.52,336.99,334.74,336.02,996557
2026-09-08T13:35:00Z,336.055,336.65,334.88,335.52,298694
2026-09-08T13:40:00Z,335.52,336.28,335,335.31,230896
2026-09-08T13:45:00Z,335.3,335.37,333.77,333.94,342966
2026-09-08T13:50:00Z,333.99,334.305,333.5,334,270682
2026-09-08T13:55:00Z,334,334.54,333.76,333.911,179004
2026-09-08T14:00:00Z,333.9,334.005,333.22,333.51,272913
2026-09-08T14:05:00Z,333.52,334.65,333.42,334.21,238179
2026-09-08T14:10:00Z,334.17,334.17,333.46,333.48,226085
2026-09-08T14:15:00Z,333.469,334.9,333.43,334.87,184493
2026-09-08T14:20:00Z,334.875,334.91,334.4,334.435,126093
2026-09-08T14:25:00Z,334.44,334.83,334.435,334.63,135383
2026-09-08T14:30:00Z,334.5,334.56,334.41,334.455,12435
2026-09-08T14:35:00Z,334.49,335.17,334.31,335.16,109113
2026-09-08T14:40:00Z,335.163,336.37,335.14,336.27,251634
2026-09-08T14:45:00Z,336.27,336.94,336.07,336.636,183982
2026-09-08T14:50:00Z,336.615,337.55,336.54,337.071,200809
2026-09-08T14:55:00Z,337.095,337.38,337.095,337.38,11894
2026-09-08T15:00:00Z,337.13,337.96,337.1,337.585,149656
2026-09-08T15:05:00Z,337.555,337.76,337.063,337.36,109673
2026-09-08T15:10:00Z,337.32,337.86,337.25,337.76,84853
2026-09-08T15:15:00Z,338.4,338.42,338.135,338.19,19560
2026-09-08T15:20:00Z,337.8,338.34,337.403,338.32,67005
2026-09-08T15:25:00Z,338.3,338.61,338.08,338.27,116019
2026-09-08T15:30:00Z,338.27,338.59,338.27,338.495,80093
2026-09-08T15:35:00Z,338.485,338.51,338.08,338.38,92219
2026-09-08T15:40:00Z,338.349,338.7,338.28,338.55,80002
2026-09-08T15:45:00Z,338.64,338.67,338.14,338.33,54647
2026-09-08T15:50:00Z,338.33,338.72,338.29,338.655,55198
2026-09-08T15:55:00Z,338.64,338.78,338.34,338.515,65755
2026-09-08T16:00:00Z,338.49,338.55,338.12,338.415,81106
2026-09-08T16:05:00Z,338.43,338.76,338.43,338.63,52892
2026-09-08T16:10:00Z,338.31,338.465,338.14,338.14,41089
2026-09-08T16:15:00Z,338.14,338.442,338.115,338.26,33801
2026-09-08T16:20:00Z,338.28,338.54,338.125,338.46,66209
2026-09-08T16:25:00Z,338.484,338.945,338.37,338.521,55276
2026-09-08T16:30:00Z,338.53,338.62,338.3,338.45,60636
2026-09-08T16:35:00Z,338.43,338.665,338.171,338.26,43049
2026-09-08T16:40:00Z,338.21,338.71,338.16,338.71,52655
2026-09-08T16:45:00Z,338.71,338.72,338.37,338.575,71530
2026-09-08T16:50:00Z,338.57,338.94,338.51,338.88,55675
2026-09-08T16:55:00Z,338.93,339.28,338.45,338.67,91237
2026-09-08T17:00:00Z,338.67,339.375,338.64,339.315,78496
2026-09-08T17:05:00Z,339.32,339.505,339.085,339.19,76568
2026-09-08T17:10:00Z,339.25,339.26,339.215,339.215,2134
2026-09-08T17:15:00Z,338.82,338.98,338.502,338.79,53813
2026-09-08T17:20:00Z,338.83,339.455,338.8,339.34,78628
2026-09-08T17:25:00Z,339.345,339.44,339.235,339.31,84636
2026-09-08T17:30:00Z,339.29,339.654,339.28,339.3,99941
2026-09-08T17:35:00Z,339.303,339.665,339.303,339.53,72466
2026-09-08T17:40:00Z,339.54,339.54,339.18,339.26,67313
